edge_id,event_id,participant_key,entity_key,actor_id,identity_group_id,canonical_name,source_name,identity_status,identity_decision_id,action_type,role,relation_strength,source_refs,review_status,interpretation_limit
R5BE001,EV2010_WWF_67,EV2010_WWF_67:P001,ACTOR:A028,A028,,沖縄のための日米市民ネットワーク（JUCON）,JUCON ネットワーク,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE002,EV2010_WWF_67,EV2010_WWF_67:P002,ACTOR:A006,A006,,グリーンピース・ジャパン,グリーンピース・ジャパン,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE003,EV2010_WWF_67,EV2010_WWF_67:P003,ACTOR:A007,A007,,ピースボート,ピースボート,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE004,EV2010_WWF_67,EV2010_WWF_67:P004,ACTOR:A005,A005,,WWFジャパン,WWFジャパン,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE005,EV2010_WWF_67,EV2010_WWF_67:P005,ACTOR:A004,A004,,日本自然保護協会,（財）日本自然保護協会,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_3_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE006,EV2010_WWF_67,EV2010_WWF_67:P006,ACTOR:A061,A061,,日本野鳥の会,（財）日本野鳥の会,registry_actor,,joint_statement,listed_endorser,single_event_registry_participation,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE007,EV2010_WWF_67,EV2010_WWF_67:P007,ACTOR:A056,A056,,沖縄環境ネットワーク,沖縄環境ネットワーク,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE008,EV2010_WWF_67,EV2010_WWF_67:P008,ACTOR:A029,A029,,沖縄・生物多様性市民ネットワーク,沖縄・生物多様性市民ネットワーク,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE009,EV2010_WWF_67,EV2010_WWF_67:P009,ACTOR:A060,A060,,高江のヘリパッドいらない住民の会,高江「ヘリパッドいらない」住民の会,registry_actor,,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,accepted_current_registry_match,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
R5BE010,EV2010_WWF_67,EV2010_WWF_67:P010,EVENT_ONLY:EO_R5_FUTAMI_TEN_DISTRICTS,,EO_R5_FUTAMI_TEN_DISTRICTS,ヘリ基地いらない二見以北十区の会,ヘリ基地いらない二見以北十区の会,event_only_identity_human_checked,HR020-07,joint_statement,listed_endorser,repeated_public_participation_2_events,S003,human_checked,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
