membership_id,as_of_date,region,organization_name_as_listed,actor_id,registry_crosswalk_status,evidence_role,source_id,locator,stable_alliance_claim,interpretation_limit,data_layer,claim_status,review_status,frontend_eligibility,central_writeback
H3M001,2025-05-06,Okinawa,与那国島の明るい未来を願うイソバの会,A016,candidate_alias_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M002,2025-05-06,Okinawa,石垣島の平和と自然を守る市民連絡会,A010,candidate_lifecycle_alias_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M003,2025-05-06,Okinawa,ノーモア沖縄戦 命どぅ宝の会,A018,exact_name,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M004,2025-05-06,Okinawa,沖縄・琉球弧の声を届ける会,A101,exact_name,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M005,2025-05-06,Okinawa,ミサイル配備から命を守るうるま市民の会,A100,exact_name,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M006,2025-05-06,Kagoshima,戦争しない！かごしま実行委員会,,no_current_registry_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M007,2025-05-06,Kagoshima,さつま町の弾薬庫問題を考える会,,no_current_registry_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M008,2025-05-06,Kagoshima,「どんたちの馬毛島を返してや」馬毛島基地反対住民訴訟原告団,,no_current_registry_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M009,2025-05-06,Kumamoto,平和を求め軍拡を許さない女たちの会・熊本,,no_current_registry_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
H3M010,2025-05-06,Kumamoto,反戦反核くまもとアクション,,no_current_registry_match,formal_member_as_listed,H3V2S011,PDF p.2 membership roster,no,Formal membership as-of one date; no dyadic alliances among members.,research_only,candidate,ai_seeded,not_frontend_ready,no
