participating_group_claim_id,as_of_date,region,organization_name_as_listed,actor_id,registry_crosswalk_status,evidence_role,source_id,locator,retention_claim,active_division_of_labor_claim,governance_execution_claim,stable_alliance_claim,interpretation_limit,data_layer,claim_status,review_status,frontend_eligibility,central_writeback
H3PG001,2025-05-06,Okinawa,与那国島の明るい未来を願うイソバの会,A016,candidate_alias_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG002,2025-05-06,Okinawa,石垣島の平和と自然を守る市民連絡会,A010,reported_exact_rename_crosswalk_central_lifecycle_human_pending,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG003,2025-05-06,Okinawa,ノーモア沖縄戦 命どぅ宝の会,A018,exact_name,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG004,2025-05-06,Okinawa,沖縄・琉球弧の声を届ける会,A101,exact_name,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG005,2025-05-06,Okinawa,ミサイル配備から命を守るうるま市民の会,A100,exact_name,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG006,2025-05-06,Kagoshima,戦争しない！かごしま実行委員会,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG007,2025-05-06,Kagoshima,さつま町の弾薬庫問題を考える会,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG008,2025-05-06,Kagoshima,「どんたちの馬毛島を返してや」馬毛島基地反対住民訴訟原告団,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG009,2025-05-06,Kumamoto,平和を求め軍拡を許さない女たちの会・熊本,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG010,2025-05-06,Kumamoto,反戦反核くまもとアクション,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG011,2025-05-06,Saga,オスプレイストップ！９条実施アクション佐賀,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG012,2025-05-06,Oita,大分敷戸ミサイル弾薬庫問題を考える市民の会,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG013,2025-05-06,Oita,草の根の会・中津,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG014,2025-05-06,Oita,湯布院駐屯地「敵基地攻撃」ミサイル問題を考えるネットワーク,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG015,2025-05-06,Oita,ローカルネット大分・日出生台,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG016,2025-05-06,Fukuoka,築城基地の米軍基地化を許さない！京築住民会議,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG017,2025-05-06,Fukuoka,平和といのちをみつめる会,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG018,2025-05-06,Fukuoka,戦争政権に反対し行動する実行委員会,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG019,2025-05-06,Fukuoka,辺野古土砂ストップ北九州,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
H3PG020,2025-05-06,Kochi,平和資料館・草の家,,no_current_registry_match,participating_or_constituent_group_as_listed,H3V2S011,PDF p.2 参加団体35団体 / 構成団体 list,unmeasured,unmeasured,unmeasured,no,"Source-original participating/constituent-group listing as-of one date; not legal membership, retention, active role, governance execution or dyadic alliance.",research_only,candidate,ai_seeded,not_frontend_ready,no
