role_observation_id,person_key,normalized_name_key,name_as_filed,actor_id,actor_name,period_start,period_end,role_title_as_filed,average_hours_per_week,reportable_compensation_usd,source_receipt_id,exact_locator,identity_resolution_status,cross_actor_candidate,review_status,fact_status,allowed_claim,prohibited_inference
PR001,PN_CDA3B1A464,amber ford,Amber Ford,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,President,,,W2A-SR001,official XML Part VII/officer group [1],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR002,PN_523EEB2B5F,danielle kessler,Danielle Kessler,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,Treasurer,,,W2A-SR001,official XML Part VII/officer group [2],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR003,PN_B644D66784,shelly haar,Shelly Haar,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,Parliamentarian,,,W2A-SR001,official XML Part VII/officer group [3],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR004,PN_46B4F7AA3B,jen yapsing,Jen Yapsing,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,Administrative Coordinator,,,W2A-SR001,official XML Part VII/officer group [4],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR005,PN_BD9B055C43,sylvia black,Sylvia Black,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,Cultural Liaison - Interpreter,,,W2A-SR001,official XML Part VII/officer group [5],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR006,PN_9AF4C272FE,trinicia kloepper,Trinicia Kloepper,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,Publicity,,,W2A-SR001,official XML Part VII/officer group [6],exact_string_cross_actor_candidate_unreviewed,yes,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR007,PN_283A76AA24,amber tracy,Amber Tracy,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,President,,,W2A-SR002,official XML Part VII/officer group [1],exact_string_cross_actor_candidate_unreviewed,yes,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR008,PN_ED07364B1B,brooke epps,Brooke Epps,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,Financial Officer,,,W2A-SR002,official XML Part VII/officer group [2],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR009,PN_46B4F7AA3B,jen yapsing,Jen Yapsing,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,Administrative Coordinator,,,W2A-SR002,official XML Part VII/officer group [3],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
PR010,PN_B1AD4DCD93,brandy serna,Brandy Serna,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,Parliamentarian,,,W2A-SR002,official XML Part VII/officer group [4],string_key_only_not_person_identity,no,ai_seeded,research_only_official_filing_role_observation,The filing lists this exact name string and role for this tax period.,A filing period is not an exact term; exact or similar names are not confirmed person identities or cross-organization bridges without human disambiguation.
