filing_slot_id,cohort,case_id,actor_id,actor_name,period_start,period_end,form_type,source_receipt_id,artifact_path,coverage_status,fact_status,allowed_claim,prohibited_inference
FS-AWWA-2022,core_five,AWWA,X004,American Welfare & Works Association (AWWA),2021-06-01,2022-05-31,990EZ,W2A-SR015,,official_index_only_xml_gap,research_only,"The official annual index reports a filing, but no official XML is admitted for metrics in this package.",An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-AWWA-2023,core_five,AWWA,X004,American Welfare & Works Association (AWWA),2022-06-01,2023-05-31,990EZ,W2A-SR001,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/awwa_fy2023_202410619349200461.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-AWWA-2024,core_five,AWWA,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,990EZ,W2A-SR002,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/awwa_fy2024_202443189349200514.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-KOSC-2023,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2022-06-01,2023-05-31,990,W2A-SR003,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/kosc_fy2023_202430969349301028.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-KOSC-2024,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2023-06-01,2024-05-31,990,W2A-SR004,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/kosc_fy2024_202500669349300300.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-KOSC-2025,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2024-06-01,2025-05-31,990,W2A-SR005,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/irs_202630129349300153_public.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-MOSCO-2023,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2022-06-01,2023-05-31,990EZ,W2A-SR006,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/mosco_fy2023_202410719349201281.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-MOSCO-2024,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2023-06-01,2024-05-31,990EZ,W2A-SR007,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/mosco_fy2024_202501019349201215.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-MOSCO-2025,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2024-06-01,2025-05-31,990EZ,W2A-SR008,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/mosco_fy2025_202621539349200807.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
FS-NOSCO-2023,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2022-07-01,2023-06-30,990,W2A-SR009,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/nosco_fy2023_202411349349304281.xml,official_irs_xml_frozen,research_only,A filing XML is locally frozen for this tax period.,An index-only slot has no admitted amount; filing periods are not interchangeable with calendar years or other organizations' tax periods.
