candidate_id,actor_id,canonical_name,field_name,current_value,proposed_controlled_value,candidate_disposition,requires_human_review,registry_review_status,evidence_level,interpretation_limit
SF0001,A001,Okinawa Environmental Justice Project,actor_class,international_advocacy_actor,international_advocacy_actor,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0002,A001,Okinawa Environmental Justice Project,legal_status_guess,informal_or_project,legal_form_unresolved,freeze_as_unresolved,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0003,A001,Okinawa Environmental Justice Project,origin_type,mixed_or_network,mixed_or_network,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0004,A002,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,actor_class,international_advocacy_actor,international_advocacy_actor,freeze_as_is,no,human_revised,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0005,A002,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,legal_status_guess,任意団体,informal_association,mechanical_normalize,no,human_revised,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0006,A002,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,origin_type,japan_domestic,japan_domestic,freeze_as_is,no,human_revised,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0007,A003,ジュゴンネットワーク沖縄,actor_class,local_civic_actor,local_civic_actor,freeze_as_is,no,needs_second_source,E3,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0008,A003,ジュゴンネットワーク沖縄,legal_status_guess,unclear,legal_form_unresolved,freeze_as_unresolved,no,needs_second_source,E3,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0009,A003,ジュゴンネットワーク沖縄,origin_type,okinawa_local,okinawa_local,freeze_as_is,no,needs_second_source,E3,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0010,A004,日本自然保護協会,actor_class,domestic_japan_ngo,domestic_japan_ngo,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0011,A004,日本自然保護協会,legal_status_guess,public_interest_foundation_or_association,public_interest_incorporated_body_unspecified,freeze_as_unresolved,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0012,A004,日本自然保護協会,origin_type,japan_domestic,japan_domestic,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0013,A005,WWFジャパン,actor_class,domestic_japan_ngo,domestic_japan_ngo,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0014,A005,WWFジャパン,legal_status_guess,public_interest_foundation,public_interest_incorporated_foundation,mechanical_normalize,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0015,A005,WWFジャパン,origin_type,japan_domestic,japan_domestic,freeze_as_is,no,ai_seeded,E4,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
